_id,tahun,bulan,mode,jarak,ongkir,belanja,total biaya,driver id,driver name,driver gender
664,2018,11,CAR,"11,2",21600,0,21600,109,Maimunah Pudjiastuti,P
665,2018,11,BIKE,"8,94",4500,0,4500,106,Yunita Laras Pratiwi,P
666,2018,11,CAR,"8,26",15600,0,15600,98,Imam Abyasa Maheswara,L
667,2018,11,CAR,"7,69",14400,0,14400,99,Joko Situmorang,L
668,2018,11,BIKE,"5,69",2500,0,2500,76,Paiman Wacana S.Kom,L
669,2018,11,BIKE,"10,05",5000,0,5000,94,Harjo Karya Suwarno,L
670,2018,11,SHOP,"3,15",3000,95500,98500,85,Jarwadi Nababan,L
671,2018,11,CAR,"10,19",20400,0,20400,96,Bakda Gunawan,L
672,2018,11,CAR,"10,71",20400,0,20400,96,Bakda Gunawan,L
673,2018,11,SHOP,"7,67",10000,42500,52500,102,Intan Nasyiah,P
674,2018,11,BIKE,"9,76",5000,0,5000,82,Latif Marbun,L
675,2018,11,FOOD,"5,45",7000,64500,71500,101,Kartika Winarsih S.Ked,P
676,2018,11,BIKE,"13,42",7000,0,7000,77,Lukman Ganep Januar M.Ak,L
677,2018,11,BIKE,"2,98",1000,0,1000,106,Yunita Laras Pratiwi,P
678,2018,11,CAR,"4,04",6000,0,6000,107,Gasti Nadia Pratiwi S.Gz,P
679,2018,11,FOOD,"6,03",8000,59500,67500,87,Artanto Eman Wacana S.I.Kom,L
680,2018,11,BIKE,"10,25",5000,0,5000,106,Yunita Laras Pratiwi,P
681,2018,11,FOOD,"13,46",19000,85500,104500,81,Manah Sirait,L
682,2018,11,BIKE,"5,93",2500,0,2500,79,Jabal Prasetya S.Psi,L
683,2018,11,CAR,"6,51",12000,0,12000,97,Waluyo Setiawan,L
684,2018,11,BIKE,"9,01",4500,0,4500,83,Gaiman Hidayat S.Kom,L
685,2018,11,BIKE,"5,34",2500,0,2500,92,Danu Januar,L
686,2018,11,CAR,"8,32",15600,0,15600,107,Gasti Nadia Pratiwi S.Gz,P
687,2018,11,BIKE,"14,6",7500,0,7500,105,Restu Yuniar S.Pt,P
688,2018,11,FOOD,"7,23",9000,28500,37500,80,Mursita Prasetya,L
689,2018,11,BIKE,"5,13",2500,0,2500,77,Lukman Ganep Januar M.Ak,L
690,2018,11,BIKE,"4,61",2000,0,2000,78,Maryadi Natsir,L
691,2018,11,BIKE,"6,21",3000,0,3000,91,Margana Pratama,L
692,2018,11,FOOD,"6,12",8000,72500,80500,77,Lukman Ganep Januar M.Ak,L
693,2018,11,CAR,"8,07",15600,0,15600,96,Bakda Gunawan,L
694,2018,11,CAR,"9,02",16800,0,16800,97,Waluyo Setiawan,L
695,2018,11,SHOP,"6,29",8000,59500,67500,91,Margana Pratama,L
696,2018,11,BIKE,"13,09",6500,0,6500,81,Manah Sirait,L
697,2018,11,FOOD,"5,6",7000,42500,49500,100,Halima Kani Purnawati,P
698,2018,11,BIKE,"10,67",5500,0,5500,80,Mursita Prasetya,L
699,2018,11,FOOD,"3,62",4000,90000,94000,90,Rusman Situmorang,L
700,2018,11,FOOD,"6,31",8000,78500,86500,103,Eka Tira Haryanti,P
701,2018,11,BIKE,"10,21",5000,0,5000,106,Yunita Laras Pratiwi,P
702,2018,11,FOOD,"5,03",6000,31500,37500,81,Manah Sirait,L
703,2018,11,CAR,"3,67",6000,0,6000,99,Joko Situmorang,L
704,2018,11,FOOD,"3,69",4000,60500,64500,93,Mahesa Tarihoran S.Farm,L
705,2018,11,SHOP,"5,6",7000,42500,49500,82,Latif Marbun,L
706,2018,11,SHOP,"3,37",4000,27000,31000,94,Harjo Karya Suwarno,L
707,2018,11,BIKE,"9,61",4500,0,4500,76,Paiman Wacana S.Kom,L
708,2018,11,CAR,"7,73",14400,0,14400,96,Bakda Gunawan,L
709,2018,11,FOOD,"10,24",14000,39000,53000,79,Jabal Prasetya S.Psi,L
710,2018,11,BIKE,"6,21",3000,0,3000,89,Dirja Mansur,L
711,2018,11,BIKE,"9,28",4500,0,4500,75,Atma Dasa Uwais,L
712,2018,11,CAR,"3,09",4800,0,4800,107,Gasti Nadia Pratiwi S.Gz,P
713,2018,11,CAR,"13,89",27600,0,27600,98,Imam Abyasa Maheswara,L
714,2018,11,BIKE,"3,33",1500,0,1500,89,Dirja Mansur,L
715,2018,11,BIKE,"6,32",3000,0,3000,78,Maryadi Natsir,L
716,2018,11,FOOD,"8,98",12000,71000,83000,78,Maryadi Natsir,L
717,2018,11,FOOD,"6,94",9000,57500,66500,82,Latif Marbun,L
718,2018,11,FOOD,"6,21",8000,99500,107500,105,Restu Yuniar S.Pt,P
719,2018,11,BIKE,"12,25",6000,0,6000,88,Jatmiko Waluyo S.Pd,L
720,2018,11,FOOD,"6,53",8000,68000,76000,85,Jarwadi Nababan,L
721,2018,11,SHOP,"8,7",12000,56500,68500,82,Latif Marbun,L
722,2018,11,BIKE,"8,88",4500,0,4500,90,Rusman Situmorang,L
723,2018,11,BIKE,"10,9",5500,0,5500,79,Jabal Prasetya S.Psi,L
724,2018,11,FOOD,"10,47",14000,38500,52500,103,Eka Tira Haryanti,P
725,2018,11,BIKE,"6,55",3000,0,3000,88,Jatmiko Waluyo S.Pd,L
726,2018,11,BIKE,"10,15",5000,0,5000,100,Halima Kani Purnawati,P
727,2018,11,BIKE,"5,66",2500,0,2500,103,Eka Tira Haryanti,P
728,2018,11,BIKE,"7,94",4000,0,4000,103,Eka Tira Haryanti,P
729,2018,11,BIKE,"10,35",5000,0,5000,102,Intan Nasyiah,P
730,2018,11,BIKE,"10,96",5500,0,5500,83,Gaiman Hidayat S.Kom,L
731,2018,11,BIKE,"6,27",3000,0,3000,92,Danu Januar,L
732,2018,11,SHOP,"5,95",7000,89000,96000,82,Latif Marbun,L
733,2018,11,BIKE,"14,35",7500,0,7500,82,Latif Marbun,L
734,2018,11,BIKE,"9,78",5000,0,5000,104,Faizah Shania Usamah S.T.,P
735,2018,11,CAR,"6,45",12000,0,12000,95,Cengkal Marpaung,L
736,2018,11,BIKE,"3,51",1500,0,1500,101,Kartika Winarsih S.Ked,P
737,2018,11,SHOP,"3,61",4000,46500,50500,83,Gaiman Hidayat S.Kom,L
738,2018,11,BIKE,"7,43",3500,0,3500,87,Artanto Eman Wacana S.I.Kom,L
739,2018,11,BIKE,"8,28",4000,0,4000,100,Halima Kani Purnawati,P
740,2018,11,BIKE,"8,53",4000,0,4000,81,Manah Sirait,L
741,2018,11,BIKE,"2,33",500,0,500,88,Jatmiko Waluyo S.Pd,L
742,2018,11,FOOD,"3,37",4000,33500,37500,81,Manah Sirait,L
743,2018,11,SHOP,"5,51",7000,40500,47500,94,Harjo Karya Suwarno,L
744,2018,11,BIKE,"3,18",1000,0,1000,90,Rusman Situmorang,L
745,2018,11,BIKE,12,6000,0,6000,104,Faizah Shania Usamah S.T.,P
746,2018,11,FOOD,"3,87",4000,59500,63500,89,Dirja Mansur,L
747,2018,11,BIKE,"4,79",2000,0,2000,78,Maryadi Natsir,L
748,2018,11,CAR,"11,56",22800,0,22800,96,Bakda Gunawan,L
749,2018,11,BIKE,"12,49",6500,0,6500,104,Faizah Shania Usamah S.T.,P
750,2018,11,CAR,"8,39",15600,0,15600,107,Gasti Nadia Pratiwi S.Gz,P
